,user,drinks_type,order_time,menudf_index
4868,user99,Coffee,14,3
4869,user99,,11,25
4870,user252,,9,12
4871,user252,Tea,19,4
4872,user252,Coffee,9,25
4873,user252,,10,17
4874,user252,,22,0
4875,user252,,18,10
4876,user252,Tea,21,15
4877,user252,Coffee,18,21
4878,user252,Coffee,20,20
4879,user252,Coffee,22,21
4880,user171,Water,19,5
4881,user171,Water,20,2
4882,user171,,20,11
4883,user171,Smoothie,13,6
4884,user171,Tea,17,6
4885,user171,Coffee,13,4
4886,user171,Smoothie,11,17
4887,user171,Tea,14,3
4888,user171,Juice,9,21
4889,user171,Juice,18,9
4890,user476,Smoothie,19,7
4891,user476,Smoothie,22,24
4892,user476,Tea,13,18
4893,user476,Smoothie,16,10
4894,user476,Water,21,4
4895,user476,Water,9,0
4896,user476,Juice,15,20
4897,user476,Coffee,21,24
4898,user476,Juice,11,20
4899,user476,Water,15,13
4900,user306,Tea,11,20
4901,user306,Smoothie,19,3
4902,user306,,9,14
4903,user306,Tea,15,15
4904,user306,,22,24
4905,user306,Water,18,15
4906,user306,Tea,16,7
4907,user306,Tea,20,18
4908,user306,Smoothie,9,9
4909,user306,Coffee,9,25
4910,user211,Tea,9,11
4911,user211,Coffee,15,7
4912,user211,Water,17,25
4913,user211,Water,17,2
4914,user211,Smoothie,10,4
4915,user211,,13,25
4916,user211,Tea,12,11
4917,user211,Water,16,21
4918,user211,Smoothie,12,22
4919,user211,Smoothie,11,25
4920,user423,Coffee,12,17
4921,user423,Tea,12,16
4922,user423,,10,14
4923,user423,Juice,19,11
4924,user423,Smoothie,11,23
4925,user423,Water,16,22
4926,user423,Juice,17,9
4927,user423,,12,2
4928,user423,Juice,19,23
4929,user423,Juice,20,21
4930,user192,Tea,16,0
4931,user192,,21,17
4932,user192,,19,23
4933,user192,Water,17,2
4934,user192,Tea,14,12
4935,user192,Tea,21,2
4936,user192,,14,20
4937,user192,Water,9,5
4938,user192,Coffee,10,15
4939,user192,,16,5
4940,user373,Tea,17,16
4941,user373,Coffee,19,3
4942,user373,Coffee,9,18
4943,user373,Water,15,22
4944,user373,Smoothie,19,20
4945,user373,Coffee,15,24
4946,user373,,17,25
4947,user373,Water,19,12
4948,user373,Tea,10,6
4949,user373,Coffee,19,23
4950,user57,Water,22,8
4951,user57,Juice,16,13
4952,user57,Tea,10,13
4953,user57,Coffee,15,12
4954,user57,Tea,10,8
4955,user57,Tea,17,22
4956,user57,Tea,12,2
4957,user57,Coffee,16,4
4958,user57,Juice,22,21
4959,user57,Tea,15,9
4960,user446,Water,11,15
4961,user446,,17,17
4962,user446,Smoothie,9,23
4963,user446,Smoothie,13,21
4964,user446,Coffee,19,18
4965,user446,Coffee,18,15
4966,user446,,21,18
4967,user446,Coffee,9,7
4968,user446,Water,21,23
4969,user446,Coffee,10,5
4970,user73,Coffee,15,4
4971,user73,Coffee,18,21
4972,user73,Water,18,7
4973,user73,Juice,18,7
4974,user73,Juice,18,11
4975,user73,Coffee,14,0
4976,user73,Smoothie,10,13
4977,user73,Tea,13,4
4978,user73,,13,3
4979,user73,Coffee,21,17
4980,user106,Water,9,24
4981,user106,,15,18
4982,user106,Coffee,22,16
4983,user106,Juice,10,4
4984,user106,Coffee,21,10
4985,user106,Water,9,14
4986,user106,Tea,14,10
4987,user106,Juice,17,25
4988,user106,Tea,10,4
4989,user106,Tea,14,2
4990,user164,Tea,21,3
4991,user164,,11,4
4992,user164,,16,20
4993,user164,Smoothie,9,9
4994,user164,,12,7
4995,user164,Smoothie,10,1
4996,user164,Coffee,16,17
4997,user164,Tea,12,10
4998,user164,,16,19
4999,user164,Water,22,9
5000,user196,Smoothie,11,4
5001,user196,Smoothie,11,22
5002,user196,,16,12
5003,user196,Juice,9,7
5004,user196,,11,23
5005,user196,Tea,13,2
5006,user196,Tea,16,24
5007,user196,,16,3
5008,user196,Water,11,19
5009,user196,Tea,20,15
5010,user63,Juice,18,10
5011,user63,Tea,22,20
5012,user63,Tea,18,1
5013,user63,Tea,20,19
5014,user63,Tea,20,10
5015,user63,Tea,21,0
5016,user63,Coffee,13,22
5017,user63,Juice,12,9
5018,user63,Coffee,10,3
5019,user63,Water,15,15
5020,user288,Water,9,1
5021,user288,Water,16,21
5022,user288,,12,17
5023,user288,,19,11
5024,user288,,13,8
5025,user288,Smoothie,10,18
5026,user288,Water,13,16
5027,user288,Juice,10,22
5028,user288,Juice,22,11
5029,user288,Juice,12,11
5030,user484,,13,1
5031,user484,Smoothie,20,3
5032,user484,Smoothie,20,8
5033,user484,Coffee,12,3
5034,user484,Juice,11,25
5035,user484,,13,19
5036,user484,Smoothie,22,18
5037,user484,,22,6
5038,user484,Smoothie,12,9
5039,user484,Juice,21,0
5040,user212,Coffee,18,0
5041,user212,Tea,22,8
5042,user212,Juice,14,20
5043,user212,Smoothie,20,11
5044,user212,Tea,16,1
5045,user212,Coffee,10,5
5046,user212,Smoothie,20,13
5047,user212,Water,9,8
5048,user212,Water,16,9
5049,user212,Smoothie,11,19
5050,user97,,22,4
5051,user97,Water,17,11
5052,user97,Coffee,15,15
5053,user97,Juice,16,12
5054,user97,Coffee,21,21
5055,user97,Tea,21,14
5056,user97,,11,1
5057,user97,Coffee,19,10
5058,user97,Juice,17,13
5059,user97,Juice,9,7
5060,user272,Water,17,23
5061,user272,Coffee,18,17
5062,user272,,20,15
5063,user272,Water,10,19
5064,user272,Tea,15,9
5065,user272,,12,22
5066,user272,Tea,19,2
5067,user272,Water,10,13
5068,user272,Smoothie,15,16
5069,user272,Tea,22,3
5070,user194,Coffee,14,24
5071,user194,Tea,17,24
5072,user194,Tea,14,15
5073,user194,,13,24
5074,user194,Water,13,19
5075,user194,Juice,15,3
5076,user194,Coffee,14,21
5077,user194,,14,14
5078,user194,Smoothie,18,16
5079,user194,Water,15,15
5080,user295,Smoothie,12,13
5081,user295,Smoothie,11,21
5082,user295,Water,17,23
5083,user295,Tea,19,18
5084,user295,Smoothie,11,4
5085,user295,Tea,9,16
5086,user295,Tea,10,8
5087,user295,,9,17
5088,user295,Tea,13,9
5089,user295,Coffee,14,9
5090,user347,Tea,18,20
5091,user347,Smoothie,20,2
5092,user347,Coffee,15,11
5093,user347,Coffee,11,20
5094,user347,Tea,18,21
5095,user347,Juice,21,1
5096,user347,Coffee,13,13
5097,user347,Water,20,25
5098,user347,Juice,18,1
5099,user347,Smoothie,17,24
5100,user147,,11,16
5101,user147,Juice,20,21
5102,user147,Water,15,14
5103,user147,Coffee,9,6
5104,user147,,10,25
5105,user147,Juice,17,21
5106,user147,Coffee,19,21
5107,user147,,17,11
5108,user147,Tea,16,0
5109,user147,,20,17
5110,user62,,9,20
5111,user62,Smoothie,19,6
5112,user62,Smoothie,16,11
5113,user62,Water,16,12
5114,user62,Smoothie,20,3
5115,user62,,16,21
5116,user62,Coffee,16,13
5117,user62,Tea,15,16
5118,user62,Tea,17,0
5119,user62,Tea,14,10
5120,user83,Coffee,12,16
5121,user83,Juice,10,20
5122,user83,Water,20,22
5123,user83,Juice,13,15
5124,user83,Coffee,21,1
5125,user83,Smoothie,11,11
5126,user83,Smoothie,15,24
5127,user83,Smoothie,15,6
5128,user83,Juice,15,0
5129,user83,,22,9
5130,user287,,16,22
5131,user287,Coffee,22,1
5132,user287,Tea,16,11
5133,user287,Water,15,3
5134,user287,Water,13,8
5135,user287,,13,19
5136,user287,Coffee,12,19
5137,user287,,11,21
5138,user287,Juice,10,9
5139,user287,Smoothie,9,16
5140,user241,Juice,22,6
5141,user241,Tea,10,6
5142,user241,Smoothie,12,12
5143,user241,Juice,14,23
5144,user241,Tea,17,8
5145,user241,Tea,10,3
5146,user241,Coffee,9,8
5147,user241,Coffee,11,12
5148,user241,Juice,14,7
5149,user241,Juice,9,24
5150,user156,Coffee,22,16
5151,user156,Water,19,2
5152,user156,Tea,14,21
5153,user156,,21,11
5154,user156,Smoothie,11,19
5155,user156,Smoothie,16,15
5156,user156,Juice,16,11
5157,user156,Tea,18,24
5158,user156,,11,20
5159,user156,Coffee,13,7
5160,user157,Tea,14,2
5161,user157,,21,10
5162,user157,Coffee,14,19
5163,user157,Coffee,18,24
5164,user157,Water,21,17
5165,user157,Tea,22,7
5166,user157,Tea,22,8
5167,user157,Juice,19,18
5168,user157,Water,17,20
5169,user157,Tea,18,12
5170,user158,,13,19
5171,user158,Smoothie,18,9
5172,user158,Juice,21,5
5173,user158,Juice,13,22
5174,user158,Tea,22,21
5175,user158,Smoothie,19,15
5176,user158,Juice,17,25
5177,user158,Juice,17,9
5178,user158,Water,9,13
5179,user158,Juice,14,13
5180,user237,Smoothie,22,4
5181,user237,Tea,12,20
5182,user237,Juice,17,22
5183,user237,Coffee,15,1
5184,user237,Smoothie,21,18
5185,user237,Coffee,21,1
5186,user237,Tea,17,11
5187,user237,,21,19
5188,user237,Juice,21,20
5189,user237,Smoothie,19,5
5190,user351,Coffee,20,17
5191,user351,Water,19,23
5192,user351,Juice,22,14
5193,user351,Coffee,14,6
5194,user351,,22,13
5195,user351,Smoothie,18,21
5196,user351,Coffee,22,20
5197,user351,,10,7
5198,user351,Water,10,7
5199,user351,Juice,18,5
5200,user256,,13,11
5201,user256,,16,12
5202,user256,Coffee,15,20
5203,user256,Water,21,0
5204,user256,Water,15,18
5205,user256,Coffee,10,18
5206,user256,Juice,9,18
5207,user256,Juice,13,9
5208,user256,Water,16,24
5209,user256,Water,12,22
5210,user51,Coffee,15,9
5211,user51,Water,9,3
5212,user51,Juice,21,25
5213,user51,Water,14,15
5214,user51,Water,18,21
5215,user51,Smoothie,12,9
5216,user51,Water,15,12
5217,user51,Juice,11,25
5218,user51,Water,22,13
5219,user51,,21,23
5220,user51,Juice,11,4
5221,user51,Juice,11,6
5222,user51,,14,21
5223,user51,Tea,21,9
5224,user51,Juice,18,1
5225,user51,Smoothie,21,10
5226,user51,Tea,15,1
5227,user51,Juice,15,20
5228,user51,Juice,10,23
5229,user51,Coffee,22,22
5230,user282,,16,7
5231,user282,Water,12,4
5232,user282,Juice,22,14
5233,user282,Coffee,10,7
5234,user282,Smoothie,12,20
5235,user282,Tea,18,12
5236,user282,Juice,20,4
5237,user282,Water,11,22
5238,user282,Smoothie,11,8
5239,user282,Coffee,19,6
5240,user114,Tea,15,20
5241,user114,Water,9,24
5242,user114,Tea,16,12
5243,user114,Coffee,21,22
5244,user114,Water,22,5
5245,user114,Coffee,12,5
5246,user114,Water,17,3
5247,user114,,20,9
5248,user114,,16,19
5249,user114,Smoothie,19,5
5250,user390,Coffee,10,23
5251,user390,Tea,10,19
5252,user390,Tea,21,10
5253,user390,Coffee,14,25
5254,user390,,12,0
5255,user390,Smoothie,12,16
5256,user390,Coffee,14,22
5257,user390,Tea,17,8
5258,user390,Coffee,14,21
5259,user390,Tea,12,5
5260,user340,Smoothie,18,11
5261,user340,Tea,15,24
5262,user340,Smoothie,9,25
5263,user340,Water,11,18
5264,user340,Tea,10,6
5265,user340,,10,13
5266,user340,Coffee,22,20
5267,user340,Juice,22,10
5268,user340,Water,9,20
5269,user340,Water,14,10
5270,user60,Tea,20,22
5271,user60,,20,15
5272,user60,Coffee,18,22
5273,user60,Water,11,23
5274,user60,Juice,11,5
5275,user60,Juice,22,3
5276,user60,Juice,17,15
5277,user60,,17,24
5278,user60,Coffee,17,18
5279,user60,Coffee,20,6
5280,user489,Smoothie,18,24
5281,user489,Tea,19,1
5282,user489,Tea,20,16
5283,user489,,14,1
5284,user489,Tea,15,12
5285,user489,,14,12
5286,user489,Smoothie,20,23
5287,user489,Tea,14,23
5288,user489,,17,3
5289,user489,Smoothie,20,15
5290,user294,Smoothie,22,8
5291,user294,Coffee,9,0
5292,user294,Smoothie,16,17
5293,user294,,19,7
5294,user294,Water,10,4
5295,user294,Coffee,21,9
5296,user294,Water,22,8
5297,user294,,12,6
5298,user294,Water,11,12
5299,user294,,18,21
5300,user299,Water,20,18
5301,user299,Tea,16,16
5302,user299,,21,24
5303,user299,,16,14
5304,user299,Juice,12,25
5305,user299,Water,19,12
5306,user299,Tea,13,18
5307,user299,Water,12,19
5308,user299,Smoothie,17,9
5309,user299,Water,20,3
5310,user351,Coffee,15,20
5311,user351,,19,11
5312,user351,Tea,20,7
5313,user351,Tea,13,23
5314,user351,,22,24
5315,user351,Tea,21,2
5316,user351,Coffee,18,20
5317,user351,Juice,19,23
5318,user351,Tea,22,4
5319,user351,Juice,12,7
5320,user11,,13,12
5321,user11,Juice,9,9
5322,user11,,12,17
5323,user11,Coffee,9,24
5324,user11,Coffee,14,14
5325,user11,Juice,17,24
5326,user11,,10,13
5327,user11,Juice,19,19
5328,user11,Coffee,9,1
5329,user11,Tea,17,6
5330,user93,Smoothie,16,11
5331,user93,Water,20,4
5332,user93,,18,11
5333,user93,Smoothie,10,9
5334,user93,,14,1
5335,user93,,10,1
5336,user93,,12,4
5337,user93,Juice,15,3
5338,user93,,22,17
5339,user93,,11,8
5340,user489,Coffee,9,15
5341,user489,Tea,21,15
5342,user489,Coffee,22,10
5343,user489,Tea,12,6
5344,user489,Tea,9,4
5345,user489,Water,19,5
5346,user489,Water,18,15
5347,user489,Smoothie,11,7
5348,user489,Tea,9,25
5349,user489,Juice,22,21
5350,user286,Juice,11,10
5351,user286,Coffee,12,19
5352,user286,Juice,22,17
5353,user286,,9,6
5354,user286,,11,7
5355,user286,Coffee,13,16
5356,user286,,11,12
5357,user286,Water,13,7
5358,user286,Coffee,16,16
5359,user286,Water,21,5
5360,user225,Water,22,14
5361,user225,Smoothie,20,4
5362,user225,Coffee,9,7
5363,user225,Water,22,19
5364,user225,Tea,17,3
5365,user225,Coffee,22,15
5366,user225,Smoothie,19,23
5367,user225,,22,17
5368,user225,Water,19,0
5369,user225,Tea,19,3
5370,user136,Tea,9,4
5371,user136,Coffee,21,0
5372,user136,Smoothie,9,7
5373,user136,Tea,14,24
5374,user136,Smoothie,12,19
5375,user136,Smoothie,21,20
5376,user136,Water,10,24
5377,user136,Water,16,20
5378,user136,Coffee,20,14
5379,user136,Juice,9,20
5380,user432,Water,22,0
5381,user432,Smoothie,12,2
5382,user432,Juice,14,19
5383,user432,Water,19,20
5384,user432,,17,24
5385,user432,,13,25
5386,user432,Coffee,11,23
5387,user432,Water,15,9
5388,user432,Coffee,12,17
5389,user432,,20,0
5390,user171,Coffee,21,7
5391,user171,Juice,11,16
5392,user171,Tea,17,17
5393,user171,Juice,12,10
5394,user171,Juice,18,3
5395,user171,Water,14,13
5396,user171,,20,19
5397,user171,Coffee,21,6
5398,user171,Tea,15,24
5399,user171,Smoothie,21,14
5400,user292,Juice,13,3
5401,user292,Coffee,15,2
5402,user292,Coffee,19,25
5403,user292,Coffee,20,18
5404,user292,Coffee,21,14
5405,user292,,17,24
5406,user292,Juice,9,15
5407,user292,Juice,10,25
5408,user292,Smoothie,11,21
5409,user292,Water,15,4
5410,user255,,11,7
5411,user255,Juice,14,15
5412,user255,Tea,16,23
5413,user255,Smoothie,15,24
5414,user255,Coffee,19,19
5415,user255,Water,19,19
5416,user255,Tea,10,21
5417,user255,Smoothie,13,2
5418,user255,Water,20,22
5419,user255,Coffee,17,2
5420,user179,Tea,19,5
5421,user179,Water,15,2
5422,user179,Tea,11,19
5423,user179,,20,21
5424,user179,,17,19
5425,user179,,20,22
5426,user179,,16,17
5427,user179,Water,14,13
5428,user179,Coffee,17,20
5429,user179,Juice,10,12
5430,user49,Tea,11,3
5431,user49,Coffee,21,4
5432,user49,Water,15,14
5433,user49,Water,18,17
5434,user49,Smoothie,14,1
5435,user49,Coffee,12,15
5436,user49,Tea,12,10
5437,user49,Water,15,19
5438,user49,Coffee,10,11
5439,user49,Smoothie,20,4
5440,user454,Coffee,12,18
5441,user454,Tea,19,16
5442,user454,Water,12,3
5443,user454,Smoothie,22,15
5444,user454,Juice,18,9
5445,user454,Smoothie,21,8
5446,user454,Juice,19,17
5447,user454,Smoothie,19,4
5448,user454,Smoothie,19,3
5449,user454,Juice,10,22
5450,user263,Smoothie,12,25
5451,user263,Juice,22,21
5452,user263,Juice,12,17
5453,user263,Tea,10,0
5454,user263,Water,17,2
5455,user263,,19,18
5456,user263,Water,12,20
5457,user263,Juice,21,17
5458,user263,,22,5
5459,user263,Juice,19,20
5460,user400,Tea,16,9
5461,user400,,22,12
5462,user400,Juice,20,4
5463,user400,Tea,16,15
5464,user400,Water,22,4
5465,user400,Tea,10,23
5466,user400,Juice,15,15
5467,user400,Smoothie,16,8
5468,user400,Tea,18,19
5469,user400,Smoothie,21,9
5470,user431,Smoothie,11,16
5471,user431,,13,23
5472,user431,Smoothie,15,23
5473,user431,Coffee,15,5
5474,user431,Water,12,17
5475,user431,Coffee,21,15
5476,user431,Smoothie,12,1
5477,user431,Coffee,17,3
5478,user431,Water,15,4
5479,user431,Water,9,11
5480,user420,Smoothie,10,15
5481,user420,Smoothie,15,14
5482,user420,,22,10
5483,user420,,13,16
5484,user420,Juice,13,4
5485,user420,Tea,10,22
5486,user420,Smoothie,13,5
5487,user420,Smoothie,20,22
5488,user420,Tea,17,0
5489,user420,,21,14
5490,user352,Tea,19,5
5491,user352,Smoothie,13,6
5492,user352,,22,18
5493,user352,,13,16
5494,user352,Juice,9,11
5495,user352,,14,5
5496,user352,Water,14,22
5497,user352,Tea,14,13
5498,user352,,20,16
5499,user352,Water,20,23
5500,user229,Juice,20,0
5501,user229,Juice,20,5
5502,user229,Juice,13,25
5503,user229,Juice,19,11
5504,user229,,13,17
5505,user229,Smoothie,17,17
5506,user229,Smoothie,20,9
5507,user229,Coffee,19,1
5508,user229,Water,11,21
5509,user229,Water,21,18
5510,user66,,14,0
5511,user66,Tea,9,13
5512,user66,Coffee,12,20
5513,user66,Smoothie,11,21
5514,user66,Tea,22,3
5515,user66,,20,24
5516,user66,Coffee,15,13
5517,user66,Water,16,19
5518,user66,Coffee,9,3
5519,user66,Smoothie,13,10
5520,user259,,10,18
5521,user259,Smoothie,10,14
5522,user259,Tea,17,11
5523,user259,Coffee,17,22
5524,user259,Smoothie,14,21
5525,user259,,20,14
5526,user259,,17,17
5527,user259,Water,22,21
5528,user259,Coffee,9,23
5529,user259,Juice,22,21
5530,user68,Juice,11,17
5531,user68,Tea,19,17
5532,user68,Tea,22,25
5533,user68,Tea,21,9
5534,user68,Smoothie,17,1
5535,user68,,19,18
5536,user68,Water,22,5
5537,user68,Juice,17,22
5538,user68,Coffee,14,8
5539,user68,Juice,14,7
5540,user28,Water,22,18
5541,user28,,14,0
5542,user28,Juice,11,9
5543,user28,Water,12,22
5544,user28,Water,22,6
5545,user28,Juice,21,5
5546,user28,Water,11,24
5547,user28,Juice,15,12
5548,user28,Coffee,20,4
5549,user28,Coffee,15,0
5550,user304,Smoothie,20,13
5551,user304,,16,20
5552,user304,Juice,17,5
5553,user304,Coffee,14,20
5554,user304,Tea,20,21
5555,user304,Smoothie,21,5
5556,user304,Coffee,15,7
5557,user304,Tea,12,13
5558,user304,Tea,11,25
5559,user304,,18,0
5560,user204,Juice,16,2
5561,user204,Tea,20,5
5562,user204,Tea,17,9
5563,user204,Smoothie,22,20
5564,user204,Tea,16,10
5565,user204,Smoothie,18,0
5566,user204,Water,14,16
5567,user204,Water,17,25
5568,user204,Juice,11,7
5569,user204,Tea,13,21
5570,user350,Coffee,11,13
5571,user350,Juice,16,3
5572,user350,Tea,20,24
5573,user350,Water,11,5
5574,user350,Water,19,21
5575,user350,Juice,13,20
5576,user350,Smoothie,18,4
5577,user350,Coffee,18,25
5578,user350,Juice,14,8
5579,user350,Juice,10,1
5580,user41,Tea,17,24
5581,user41,Water,19,23
5582,user41,Tea,19,7
5583,user41,Coffee,18,15
5584,user41,Water,14,10
5585,user41,Juice,14,4
5586,user41,Juice,10,14
5587,user41,Water,16,2
5588,user41,Water,14,19
5589,user41,Tea,14,20
5590,user396,Coffee,21,5
5591,user396,Smoothie,16,14
5592,user396,Coffee,22,25
5593,user396,Tea,17,20
5594,user396,Water,18,8
5595,user396,Coffee,16,4
5596,user396,Smoothie,16,1
5597,user396,Water,20,1
5598,user396,Coffee,10,3
5599,user396,Coffee,11,24
5600,user23,Juice,21,10
5601,user23,,15,1
5602,user23,Coffee,10,12
5603,user23,Juice,17,12
5604,user23,Smoothie,13,15
5605,user23,,17,6
5606,user23,Smoothie,13,16
5607,user23,Water,21,16
5608,user23,Water,10,11
5609,user23,Juice,13,18
5610,user469,,14,10
5611,user469,Water,20,24
5612,user469,Coffee,13,24
5613,user469,Tea,14,2
5614,user469,Tea,18,1
5615,user469,Water,13,10
5616,user469,Juice,19,2
5617,user469,,16,6
5618,user469,Coffee,12,16
5619,user469,Tea,20,20
5620,user67,Tea,22,13
5621,user67,Water,15,17
5622,user67,Coffee,9,0
5623,user67,Tea,14,10
5624,user67,Coffee,9,10
5625,user67,Smoothie,22,12
5626,user67,Smoothie,12,5
5627,user67,Juice,21,25
5628,user67,,11,5
5629,user67,Water,10,4
5630,user200,Water,9,14
5631,user200,Smoothie,22,2
5632,user200,Water,16,7
5633,user200,Water,16,18
5634,user200,Smoothie,14,4
5635,user200,Juice,22,3
5636,user200,Juice,10,7
5637,user200,Juice,22,21
5638,user200,Coffee,10,23
5639,user200,Coffee,19,4
5640,user472,Juice,14,11
5641,user472,Coffee,17,2
5642,user472,Water,9,3
5643,user472,Juice,22,10
5644,user472,Tea,9,13
5645,user472,Juice,21,8
5646,user472,Juice,15,25
5647,user472,Smoothie,16,10
5648,user472,Tea,13,4
5649,user472,Water,14,16
5650,user281,Coffee,21,12
5651,user281,Smoothie,9,25
5652,user281,Juice,20,7
5653,user281,Tea,11,22
5654,user281,Juice,11,12
5655,user281,Smoothie,21,5
5656,user281,Coffee,16,5
5657,user281,,17,1
5658,user281,Water,13,20
5659,user281,Coffee,13,4
5660,user454,Tea,22,13
5661,user454,Smoothie,11,23
5662,user454,Tea,13,21
5663,user454,Coffee,9,18
5664,user454,Tea,17,14
5665,user454,Water,21,0
5666,user454,Tea,15,21
5667,user454,Tea,19,19
5668,user454,Juice,18,0
5669,user454,Smoothie,15,22
5670,user51,Water,19,0
5671,user51,Coffee,10,0
5672,user51,Water,10,22
5673,user51,Tea,19,24
5674,user51,Coffee,13,8
5675,user51,,20,16
5676,user51,Tea,13,21
5677,user51,Coffee,16,23
5678,user51,Coffee,14,5
5679,user51,,13,20
5680,user225,,11,17
5681,user225,Smoothie,11,0
5682,user225,Smoothie,19,11
5683,user225,Coffee,17,18
5684,user225,Juice,21,16
5685,user225,Coffee,18,8
5686,user225,,13,3
5687,user225,Smoothie,21,3
5688,user225,Coffee,15,14
5689,user225,,9,15
5690,user388,,9,25
5691,user388,Juice,19,21
5692,user388,Smoothie,11,25
5693,user388,Water,11,15
5694,user388,,14,0
5695,user388,Water,9,7
5696,user388,Coffee,13,12
5697,user388,Smoothie,15,18
5698,user388,Water,12,19
5699,user388,Tea,12,3
5700,user261,Tea,19,15
5701,user261,,21,8
5702,user261,,17,14
5703,user261,Tea,10,18
5704,user261,Juice,9,15
5705,user261,,22,5
5706,user261,Coffee,22,5
5707,user261,,10,13
5708,user261,Juice,11,19
5709,user261,Tea,20,12
5710,user2,Coffee,16,7
5711,user2,Juice,10,7
5712,user2,Water,10,4
5713,user2,Water,13,1
5714,user2,,16,3
5715,user2,Tea,22,16
5716,user2,Water,15,23
5717,user2,Juice,13,0
5718,user2,Water,12,23
5719,user2,,9,1
5720,user139,Coffee,17,4
5721,user139,Water,14,8
5722,user139,Tea,16,17
5723,user139,Smoothie,12,22
5724,user139,Tea,10,21
5725,user139,Water,18,10
5726,user139,Juice,18,13
5727,user139,,16,16
5728,user139,Coffee,11,24
5729,user139,,12,10
5730,user136,Smoothie,22,0
5731,user136,Water,18,22
5732,user136,Coffee,15,17
5733,user136,Water,19,13
5734,user136,,12,3
5735,user136,,14,6
5736,user136,Juice,11,9
5737,user136,Water,13,5
5738,user136,Water,16,7
5739,user136,Water,13,5
5740,user197,Coffee,21,13
5741,user197,,14,2
5742,user197,Coffee,19,1
5743,user197,Tea,10,23
5744,user197,Juice,21,1
5745,user197,,19,0
5746,user197,Tea,16,24
5747,user197,Smoothie,22,17
5748,user197,Juice,20,19
5749,user197,,22,4
5750,user426,Smoothie,13,0
5751,user426,Smoothie,12,5
5752,user426,Water,14,15
5753,user426,Tea,9,8
5754,user426,Coffee,15,10
5755,user426,Juice,22,18
5756,user426,,13,11
5757,user426,Smoothie,19,12
5758,user426,Water,10,13
5759,user426,Water,20,9
5760,user116,Water,12,11
5761,user116,Coffee,18,16
5762,user116,Water,9,1
5763,user116,,14,0
5764,user116,,16,3
5765,user116,Water,12,23
5766,user116,Smoothie,20,23
5767,user116,Water,14,25
5768,user116,Juice,18,9
5769,user116,Coffee,15,7
5770,user374,Tea,22,15
5771,user374,,18,25
5772,user374,Coffee,16,1
5773,user374,,13,4
5774,user374,Juice,11,11
5775,user374,Juice,12,13
5776,user374,Tea,21,12
5777,user374,,10,25
5778,user374,Tea,14,9
5779,user374,,22,25
5780,user233,Water,16,10
5781,user233,Juice,13,9
5782,user233,Smoothie,9,2
5783,user233,,17,5
5784,user233,Coffee,15,11
5785,user233,Smoothie,20,9
5786,user233,Coffee,20,14
5787,user233,Tea,17,2
5788,user233,Coffee,14,6
5789,user233,Juice,20,11
5790,user368,,18,17
5791,user368,Smoothie,11,10
5792,user368,Water,20,23
5793,user368,Water,13,10
5794,user368,Smoothie,12,23
5795,user368,Tea,12,23
5796,user368,,20,16
5797,user368,Water,11,0
5798,user368,Smoothie,13,19
5799,user368,Tea,13,13
5800,user180,Tea,11,9
5801,user180,,13,19
5802,user180,Coffee,20,1
5803,user180,Smoothie,11,10
5804,user180,Smoothie,9,25
5805,user180,,10,25
5806,user180,Juice,20,0
5807,user180,Juice,17,17
5808,user180,Tea,11,22
5809,user180,,22,1
5810,user24,Smoothie,13,14
5811,user24,Juice,9,10
5812,user24,Tea,21,4
5813,user24,Tea,18,1
5814,user24,Water,14,5
5815,user24,,17,5
5816,user24,,9,14
5817,user24,Smoothie,18,24
5818,user24,Water,16,24
5819,user24,,11,25
5820,user368,Coffee,22,7
5821,user368,Smoothie,14,7
5822,user368,Juice,13,21
5823,user368,Coffee,18,20
5824,user368,Smoothie,18,10
5825,user368,,20,23
5826,user368,Tea,20,7
5827,user368,Smoothie,16,17
5828,user368,Water,21,16
5829,user368,Smoothie,16,18
5830,user224,Tea,20,9
5831,user224,,10,21
5832,user224,Juice,20,2
5833,user224,,11,9
5834,user224,Water,15,25
5835,user224,Smoothie,13,9
5836,user224,Smoothie,14,11
5837,user224,Water,11,13
5838,user224,,16,25
5839,user224,Smoothie,15,17
5840,user318,Smoothie,9,18
5841,user318,Water,18,20
5842,user318,,13,7
5843,user318,,21,6
5844,user318,Tea,9,7
5845,user318,Water,17,16
5846,user318,Water,9,17
5847,user318,,16,24
5848,user318,Coffee,11,18
5849,user318,Tea,14,6
5850,user446,Coffee,15,25
5851,user446,Tea,9,3
5852,user446,Juice,20,18
5853,user446,Water,22,17
5854,user446,Coffee,22,20
5855,user446,Water,15,7
5856,user446,,17,7
5857,user446,Tea,17,23
5858,user446,Coffee,12,11
5859,user446,Juice,21,12
5860,user57,,13,4
5861,user57,Tea,11,25
5862,user57,Water,16,25
5863,user57,Water,13,9
5864,user57,Juice,17,15
5865,user57,Smoothie,10,21
5866,user57,Water,20,2
5867,user57,Tea,21,3
5868,user57,Smoothie,13,0
5869,user57,Juice,14,18
5870,user156,Juice,13,9
5871,user156,Smoothie,12,14
5872,user156,Water,17,1
5873,user156,Coffee,11,7
5874,user156,Water,16,11
5875,user156,Juice,14,13
5876,user156,Smoothie,22,18
5877,user156,,12,22
5878,user156,Juice,11,12
5879,user156,Coffee,20,10
5880,user20,Water,11,6
5881,user20,Coffee,13,12
